Word Id,Word,Pinyin,Pinyin Simplified,Type,Word Category,Word Rarity,Meaning,Sentence,Sentence Pinyin,Sentence Meaning,Added Date,Num_Quiz_Attempt,Num_Correct,Num_Wrong,Last_Quiz
D001296,恨不得,hèn bù dé,hen4 bu4 de2,Verb,Emotion,Common,To strongly wish to do something; to be eager to do something but unable to.,他恨不得马上飞到她的身边。,Tā hèn bù dé mǎshàng fēi dào tā de shēnbiān.,He wishes he could fly to her side immediately.,2024-11-07,1,0,1,2025-01-29
D001297,恨,hèn,hen4,Verb,Emotion,Common,To deeply hate or resent someone or something.,他对背叛他的朋友充满了恨。,Tā duì bèipàn tā de péngyǒu chōngmǎn le hèn.,He is filled with hatred towards the friend who betrayed him.,2024-11-07,0,0,0,
D001298,替,tì,ti4,Verb,Support,Common,To act on behalf of or to replace someone or something.,我可以替你去开会。,Wǒ kěyǐ tì nǐ qù kāihuì.,I can attend the meeting on your behalf.,2024-11-07,1,0,1,2025-01-26
D001299,对,duì,dui4,Adjective,Opinion,Common,Correct or right in terms of facts or accuracy.,我觉得他的说法是对的。,Wǒ juéde tā de shuōfǎ shì duì de.,I think his statement is correct.,2024-11-07,0,0,0,
D001300,对,duì,dui4,Preposition,Grammar,Common,"To, towards, for (used to indicate direction or relation).",我对音乐很感兴趣。,Wǒ duì yīnyuè hěn gǎn xìngqù.,I am very interested in music.,2024-11-07,1,0,1,2025-01-11
D001301,对,duì,dui4,Verb,Action,Common,To face or confront.,他对着镜子整理他的领带。,Tā duìzhe jìngzi zhěnglǐ tā de lǐngdài.,He adjusted his tie facing the mirror.,2024-11-07,1,0,1,2025-01-05
D001302,对,duì,dui4,Noun,Measure Word,Common,A pair or couple.,他们是一对好朋友。,Tāmen shì yī duì hǎo péngyǒu.,They are a pair of good friends.,2024-11-07,0,0,0,
D001303,部,bù,bu4,Noun,General,Common,"Part, section, or department",这部电影很精彩。,Zhè bù diànyǐng hěn jīngcǎi.,This movie is very exciting.,2024-11-07,0,0,0,
D001307,马上,mǎ shàng,ma3 shang4,Adverb,Time,Common,Immediately; at once,我马上就到。,Wǒ mǎshàng jiù dào.,I'll be there right away.,2024-11-13,2,1,1,2025-01-26
D001310,曾经,céngjīng,ceng2jing1,Adverb,Time,Common,"Once, previously, or at some time in the past.",我曾经去过那个地方。,Wǒ céngjīng qù guò nàgè dìfāng.,I have been to that place before.,2024-11-13,1,1,0,2024-12-26
D001311,热,rè,re4,Adjective,Weather,Common,Hot,今天的天气很热。,Jīntiān de tiānqì hěn rè.,Today's weather is hot.,2024-11-13,3,3,0,2025-08-03
D001312,冷,lěng,leng3,Adjective,Weather,Common,Cold,冬天的时候，天气很冷。,"Dōngtiān de shíhou, tiānqì hěn lěng.","In winter, the weather is very cold.",2024-11-13,1,0,1,2024-11-13
D001317,春,chūn,chun1,Noun,Weather,Common,Spring,春天是百花盛开的季节。,Chūntiān shì bǎihuā shèngkāi de jìjié.,Spring is the season when flowers bloom.,2024-11-13,1,1,0,2024-12-29
D001318,夏,xià,xia4,Noun,Weather,Common,Summer,夏天我们喜欢去海边游泳。,Xiàtiān wǒmen xǐhuān qù hǎibiān yóuyǒng.,We like to go swimming at the beach in summer.,2024-11-13,1,1,0,2025-01-04
D001319,秋,qiū,qiu1,Noun,Weather,Common,Autumn,秋天的树叶变成了金黄色。,Qiūtiān de shùyè biàn chéngle jīnhuángsè.,The leaves turn golden yellow in autumn.,2024-11-13,2,1,1,2025-01-26
D001320,冬,dōng,dong1,Noun,Weather,Common,Winter,冬天我们可以去滑雪。,Dōngtiān wǒmen kěyǐ qù huáxuě.,We can go skiing in winter.,2024-11-13,2,2,0,2024-12-22
D001321,一下,yī xià,yi1 xia4,Grammar,Grammar,Common,"Used after a verb to indicate a short, quick, informal action.",请等一下。,Qǐng děng yīxià.,Please wait a moment.,2024-11-13,0,0,0,
D001322,一下,yī xià,yi1 xia4,Grammar,Grammar,Common,Used to soften the tone of a statement or question.,我想问一下，你有空吗？,"Wǒ xiǎng wèn yīxià, nǐ yǒu kòng ma?","I would like to ask, do you have time?",2024-11-13,2,0,2,2025-08-03
D001323,相,xiāng,xiang1,Noun,Relationship,Common,A mutual or reciprocal relationship or condition.,他们之间的相很深厚。,Tāmen zhījiān de xiāng hěn shēnhòu.,The relationship between them is very strong.,2024-11-13,0,0,0,
D001324,相,xiāng,xiang1,Verb,Thought,Common,To think or consider.,他在相事情的真相。,Tā zài xiāng shìqíng de zhēnxiàng.,He is considering the truth of the matter.,2024-11-13,0,0,0,
D001325,相,xiāng,xiang1,Noun,General,Common,Appearance or looks.,他的相看起来很年轻。,Tā de xiāng kàn qǐlái hěn niánqīng.,His appearance looks very young.,2024-11-13,0,0,0,
D001326,辣,là,la4,Adjective,Food,Common,Spicy,这道菜太辣了，我需要喝水。,"Zhè dào cài tài là le, wǒ xūyào hē shuǐ.","This dish is too spicy, I need to drink water.",2024-11-13,2,2,0,2025-01-26
D001327,酸,suān,suan1,Adjective,Food,Common,Sour,我喜欢这种酸酸的糖果。,Wǒ xǐhuān zhè zhǒng suān suān de tángguǒ.,I like these sour candies.,2024-11-13,1,1,0,2025-08-03
D001328,咸,xián,xian2,Adjective,Food,Common,Salty,这汤有点咸，少放点盐吧。,"Zhè tāng yǒudiǎn xián, shǎo fàng diǎn yán ba.","This soup is a bit salty, put less salt.",2024-11-13,0,0,0,
D001329,甜,tián,tian2,Adjective,Food,Common,Sweet,这个蛋糕很甜，我很喜欢。,"Zhège dàngāo hěn tián, wǒ hěn xǐhuān.","This cake is very sweet, I like it a lot.",2024-11-13,0,0,0,
D001330,苦,kǔ,ku3,Adjective,Food,Common,Bitter,这种药很苦，但对身体好。,"Zhè zhǒng yào hěn kǔ, dàn duì shēntǐ hǎo.","This medicine is very bitter, but it's good for the body.",2024-11-13,1,1,0,2025-01-29
D001331,糖果,táng guǒ,tang2 guo3,Noun,Food,Common,Candy,小孩子们都喜欢吃糖果。,Xiǎo háizi men dōu xǐhuān chī tángguǒ.,Children all love to eat candy.,2024-11-13,1,1,0,2024-12-21
D001332,糖果,yào,yao4,Noun,Health,Common,Medicine,医生给我开了一些药。,Yīshēng gěi wǒ kāile yīxiē yào.,The doctor prescribed me some medicine.,2024-11-13,0,0,0,
D001333,放,fàng,fang4,Verb,Action,Common,To put or place,请把书放在桌子上。,Qǐng bǎ shū fàng zài zhuōzi shàng.,Please put the book on the table.,2024-11-13,0,0,0,
D001334,放,fàng,fang4,Verb,Action,Common,To let go or release,他决定放下过去，重新开始。,"Tā juédìng fàngxià guòqù, chóngxīn kāishǐ.",He decided to let go of the past and start anew.,2024-11-13,1,0,1,2024-12-21
D001339,麻烦,máfan,ma2fan,Noun,Work,Common,Trouble or inconvenience in a task or situation.,这件事情真麻烦。,Zhè jiàn shìqíng zhēn máfan.,This matter is really troublesome.,2024-11-13,0,0,0,
D001340,麻烦,máfan,ma2fan,Adjective,Description,Common,Describing something as troublesome or inconvenient.,那个程序很麻烦。,Nàgè chéngxù hěn máfan.,That procedure is very troublesome.,2024-11-13,1,0,1,2024-12-29
D001341,麻烦,máfan,ma2fan,Verb,Work,Common,To bother or trouble someone with a request.,麻烦你帮我一下。,Máfan nǐ bāng wǒ yīxià.,Could you please help me a bit?,2024-11-13,2,0,2,2025-06-21
D001342,偏,piān,pian1,Adjective,Degree,Common,Slanted or biased,他有点偏向于自己的观点。,Tā yǒudiǎn piānxiàng yú zìjǐ de guāndiǎn.,He is a bit biased towards his own opinion.,2024-11-13,0,0,0,
D001343,偏,piān,pian1,Adjective,Direction,Common,Off-center or not in line,这条路偏离了原来的方向。,Zhè tiáo lù piānlíle yuánlái de fāngxiàng.,This road deviated from the original direction.,2024-11-13,1,0,1,2024-12-15
D001344,比较,bǐjiào,bi3jiao4,Verb,Action,Common,To compare,我们需要比较这两种产品。,Wǒmen xūyào bǐjiào zhè liǎng zhǒng chǎnpǐn.,We need to compare these two products.,2024-11-13,0,0,0,
D001345,比较,bǐjiào,bi3jiao4,Adverb,Degree,Common,Relatively or somewhat,这个任务比较简单。,Zhège rènwù bǐjiào jiǎndān.,This task is relatively simple.,2024-11-13,1,0,1,2025-01-29
D001346,煎,jiān,jian1,Verb,Food,Common,To pan-fry or shallow fry,我喜欢早上煎鸡蛋。,Wǒ xǐhuān zǎoshang jiān jīdàn.,I like to fry eggs in the morning.,2024-11-13,1,0,1,2025-01-01
D001347,炖,dùn,dun4,Verb,Food,Common,"To stew, referring to the method of cooking food slowly in liquid.",我喜欢炖牛肉，因为这样肉会变得很嫩。,"Wǒ xǐhuān dùn niúròu, yīnwèi zhèyàng ròu huì biàn de hěn nèn.",I like to stew beef because it makes the meat very tender.,2024-11-13,1,1,0,2024-12-22
D001348,味道,wèidào,wei4 dao4,Noun,Food,Common,Taste; Flavor,这个菜的味道很好。,Zhège cài de wèidào hěn hǎo.,This dish tastes very good.,2024-11-13,0,0,0,
D001349,味道,wèidào,wei4 dao4,Noun,Emotion,Common,A subtle feeling or atmosphere,他的话中带有一种讽刺的味道。,Tā de huà zhōng dàiyǒu yī zhǒng fěngcì de wèidào.,His words carry a hint of sarcasm.,2024-11-13,1,0,1,2024-12-24
D001350,运动,yùn dòng,yun4 dong4,Noun,Health,Common,Physical exercise or movement intended to improve health and fitness.,我每天早上都去公园运动。,Wǒ měitiān zǎoshang dōu qù gōngyuán yùndòng.,I go to the park to exercise every morning.,2024-11-13,2,2,0,2025-01-04
D001351,运动,yùn dòng,yun4 dong4,Noun,Action,Common,A campaign or organized activity aimed at achieving a particular goal or effect.,他参加了环保运动。,Tā cānjiāle huánbǎo yùndòng.,He participated in the environmental campaign.,2024-11-13,1,0,1,2025-02-01
D001352,不好意思,bù hǎo yì si,bu4 hao3 yi4 si,Phrase,Emotion,Common,"A polite way to express embarrassment or apology, often used to express mild regret or shyness.",我不好意思打扰你。,Wǒ bù hǎo yì si dǎrǎo nǐ.,I'm sorry to bother you.,2024-11-13,0,0,0,
D001353,不好意思,bù hǎo yì si,bu4 hao3 yi4 si,Phrase,Emotion,Common,To feel embarrassed or shy about something.,他不好意思当众讲话。,Tā bù hǎo yì si dāngzhòng jiǎnghuà.,He feels embarrassed to speak in public.,2024-11-13,0,0,0,
D001354,微信,wēixìn,wei1 xin4,Noun,Technology,Common,WeChat,我们可以通过微信联系。,Wǒmen kěyǐ tōngguò wēixìn liánxì.,We can contact each other through WeChat.,2024-11-13,1,0,1,2025-08-03
D001355,颜色,yánsè,yan2 se4,Noun,Color,Common,Color,这幅画的颜色很鲜艳。,Zhè fú huà de yánsè hěn xiānyàn.,The colors of this painting are vibrant.,2024-11-13,0,0,0,
D001356,红色,hóngsè,hong2 se4,Noun,Color,Common,Red,她喜欢红色的衣服。,Tā xǐhuān hóngsè de yīfú.,She likes red clothes.,2024-11-13,1,1,0,2024-12-22
D001357,灰色,huīsè,hui1 se4,Noun,Color,Common,Gray,天空变得灰色了。,Tiānkōng biàn de huīsè le.,The sky has turned gray.,2024-11-13,2,2,0,2025-01-05
D001358,黑色,hēisè,hei1 se4,Noun,Color,Common,Black,他开了一辆黑色的车。,Tā kāi le yī liàng hēisè de chē.,He drove a black car.,2024-11-13,0,0,0,
D001359,蓝色,lánsè,lan2 se4,Noun,Color,Common,Blue,海洋是蓝色的。,Hǎiyáng shì lánsè de.,The ocean is blue.,2024-11-13,0,0,0,
D001360,绿色,lǜsè,lv4 se4,Noun,Color,Common,Green,春天来了，树叶变绿了。,"Chūntiān lái le, shùyè biàn lǜ le.","Spring has come, and the leaves have turned green.",2024-11-13,0,0,0,
D001361,紫色,zǐsè,zi3 se4,Adjective,Color,Common,Purple,她最喜欢的颜色是紫色。,Tā zuì xǐhuān de yánsè shì zǐsè.,Her favorite color is purple.,2024-11-13,3,2,1,2025-01-29
D001362,黄色,huángsè,huang2 se4,Adjective,Color,Common,Yellow,这朵花是黄色的。,Zhè duǒ huā shì huángsè de.,This flower is yellow.,2024-11-13,0,0,0,
D001363,橙色,chéngsè,cheng2 se4,Adjective,Color,Common,Orange,他的车是橙色的。,Tā de chē shì chéngsè de.,His car is orange.,2024-11-13,0,0,0,
D001364,白色,báisè,bai2 se4,Adjective,Color,Common,White,她穿了一件白色的裙子。,Tā chuān le yī jiàn báisè de qúnzi.,She wore a white dress.,2024-11-13,0,0,0,
D001365,联系,liánxì,lian2 xi4,Verb,Relationship,Common,To contact or connect with someone or something.,请随时联系我。,Qǐng suíshí liánxì wǒ.,Please contact me anytime.,2024-11-13,1,0,1,2024-12-27
D001367,食物,shí wù,shi2 wu4,Noun,Food,Common,Food,我们需要购买一些食物。,Wǒmen xūyào gòumǎi yīxiē shíwù.,We need to buy some food.,2024-11-13,0,0,0,
D001368,现在,xiàn zài,xian4 zai4,Noun,Time,Common,The present time; now.,我们现在就出发吧。,Wǒmen xiànzài jiù chūfā ba.,Let's set off now.,2024-11-13,1,1,0,2025-01-05
D001369,购买,gòu mǎi,gou4 mai3,Verb,Business,Common,To purchase or buy something.,我计划下周去商店购买一些新衣服。,Wǒ jìhuà xiàzhōu qù shāngdiàn gòumǎi yīxiē xīn yīfú.,I plan to go to the store next week to buy some new clothes.,2024-11-13,0,0,0,
D001371,轨迹,guǐ jì,gui3 ji4,Noun,General,Rare,Trajectory; the path that something follows through space.,卫星在轨道上运行，记录下了它的轨迹。,"Wèixīng zài guǐdào shàng yùnxíng, jìlù xiàle tā de guǐjì.","The satellite travels along its orbit, recording its trajectory.",2024-11-13,0,0,0,
D001372,轨迹,guǐ jì,gui3 ji4,Noun,General,Rare,The course or progression of a person's or object's life or development.,他的人生轨迹充满了挑战与机遇。,Tā de rénshēng guǐjì chōngmǎnle tiǎozhàn yǔ jīyù.,His life trajectory is full of challenges and opportunities.,2024-11-13,0,0,0,
D001374,当前,dāng qián,dang1 qian2,Noun,Time,Common,Current; present time or moment.,当前的经济形势非常复杂。,Dāngqián de jīngjì xíngshì fēicháng fùzá.,The current economic situation is very complex.,2024-11-15,1,0,1,2025-01-29
D001375,数据,shù jù,shu4 ju4,Noun,Information,Common,Data; facts and statistics collected for reference or analysis.,科学家们正在收集更多的数据。,Kēxuéjiāmen zhèngzài shōují gèng duō de shùjù.,Scientists are collecting more data.,2024-11-15,2,0,2,2025-01-12
D001376,经典,jīngdiǎn,jing1 dian3,Noun,General,Common,Classic; works of enduring excellence,这本书是现代文学的经典之一。,Zhè běn shū shì xiàndài wénxué de jīngdiǎn zhī yī.,This book is one of the classics of modern literature.,2024-11-16,0,0,0,
D001377,虽然,suīrán,sui1 ran2,Conjunction,Grammar,Common,Although; used to introduce a contrast,虽然天气不好，我们还是决定出去玩。,"Suīrán tiānqì bù hǎo, wǒmen háishì juédìng chūqù wán.","Although the weather is bad, we still decided to go out and play.",2024-11-16,3,2,1,2025-08-03
D001378,刚,gāng,gang1,Adverb,Time,Common,Just; recently; a short while ago,他刚到家，还没来得及吃饭。,"Tā gāng dào jiā, hái méi láidéjí chīfàn.",He just got home and hasn't had time to eat yet.,2024-11-16,1,1,0,2025-01-04
D001379,刚刚,gānggāng,gang1 gang1,Adverb,Time,Common,Just now; a moment ago,我刚刚收到你的消息。,Wǒ gānggāng shōudào nǐ de xiāoxī.,I just received your message.,2024-11-16,0,0,0,
D001380,想念,xiǎngniàn,xiang3 nian4,Verb,Emotion,Common,To miss someone or something deeply.,我每天都想念远方的家人。,Wǒ měitiān dōu xiǎngniàn yuǎnfāng de jiārén.,I miss my family far away every day.,2024-11-16,2,2,0,2025-01-05
D001381,帅,shuài,shuai4,Adjective,Description,Common,Handsome,他是一个很帅的男生。,Tā shì yīgè hěn shuài de nánshēng.,He is a very handsome guy.,2024-11-16,0,0,0,
D001382,身体,shēntǐ,shen1 ti3,Noun,Body,Common,Body,他的身体很健康。,Tā de shēntǐ hěn jiànkāng.,His body is very healthy.,2024-11-16,1,1,0,2024-12-22
D001385,现金,xiàn jīn,xian4 jin1,Noun,Business,Common,"Cash; money in physical form, such as bills and coins",我们这里只收现金。,Wǒmen zhèli zhǐ shōu xiànjīn.,We only accept cash here.,2024-11-20,1,1,0,2024-12-24
D001386,收,shōu,shou1,Verb,Action,Common,To receive or accept something,他收到了一个包裹。,Tā shōudào le yí ge bāoguǒ.,He received a package.,2024-11-20,0,0,0,
D001387,收,shōu,shou1,Verb,Action,Common,To collect or gather together,她在收拾房间。,Tā zài shōushi fángjiān.,She is tidying up the room.,2024-11-20,2,0,2,2025-08-03
D001389,一共,yī gòng,yi1 gong4,Adverb,Quantity,Common,Altogether; in total,我们一共花了五百块钱。,Wǒmen yīgòng huāle wǔbǎi kuài qián.,We spent a total of five hundred yuan.,2024-11-20,1,0,1,2025-01-29
D001390,给,gěi,gei3,Verb,Action,Common,To give,他给了我一本书。,Tā gěi le wǒ yī běn shū.,He gave me a book.,2024-11-20,1,1,0,2025-01-29
D001391,给,gěi,gei3,Preposition,Grammar,Common,"For, to (used to indicate the recipient of an action)",我给你做了晚饭。,Wǒ gěi nǐ zuòle wǎnfàn.,I made dinner for you.,2024-11-20,2,2,0,2025-01-04
D001405,合适,hé shì,he2 shi4,Adjective,Fashion,Common,"Suitable or fitting, often used to describe something that is the right size or type.",这双鞋子对我来说非常合适。,Zhè shuāng xiézi duì wǒ lái shuō fēicháng héshì.,These shoes are very suitable for me.,2024-11-23,1,0,1,2024-12-21
D001408,适合,shì hé,shi4 he2,Verb,General,Common,To be suitable or appropriate for someone or something.,这件衣服很适合你。,Zhè jiàn yīfu hěn shìhé nǐ.,This piece of clothing suits you well.,2024-11-23,1,0,1,2024-12-15
D001409,漂亮,piào liang,piao4 liang5,Adjective,Description,Common,Pretty; attractive,她穿着那件裙子看起来非常漂亮。,Tā chuānzhe nà jiàn qúnzi kàn qǐlái fēicháng piàoliang.,She looks very pretty in that dress.,2024-12-11,0,0,0,
D001410,星辰,xīng chén,xing1 chen2,Noun,Science,Rare,Stars and celestial bodies,夜晚的星辰特别明亮。,Yèwǎn de xīngchén tèbié míngliàng.,The stars are particularly bright at night.,2024-12-11,0,0,0,
